CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_MUN_Unique,NOM_ENT_Clean,NOM_MUN_Clean,KEY_inegi,best_match,match_score,ESTADO_Clean,MUNICIPIO_Clean,KEY_prod
20,Oaxaca,17,La Compañía,20-017,oaxaca,la compania,oaxaca-la compania,oaxaca-la compania,100,oaxaca,la compania,oaxaca-la compania
20,Oaxaca,18,Concepción Buenavista,20-018,oaxaca,concepcion buenavista,oaxaca-concepcion buenavista,oaxaca-concepcion buenavista,100,oaxaca,concepcion buenavista,oaxaca-concepcion buenavista
20,Oaxaca,19,Concepción Pápalo,20-019,oaxaca,concepcion papalo,oaxaca-concepcion papalo,oaxaca-concepcion papalo,100,oaxaca,concepcion papalo,oaxaca-concepcion papalo
20,Oaxaca,20,Constancia del Rosario,20-020,oaxaca,constancia del rosario,oaxaca-constancia del rosario,oaxaca-constancia del rosario,100,oaxaca,constancia del rosario,oaxaca-constancia del rosario
20,Oaxaca,21,Cosolapa,20-021,oaxaca,cosolapa,oaxaca-cosolapa,oaxaca-cosolapa,100,oaxaca,cosolapa,oaxaca-cosolapa
20,Oaxaca,22,Cosoltepec,20-022,oaxaca,cosoltepec,oaxaca-cosoltepec,oaxaca-cosoltepec,100,oaxaca,cosoltepec,oaxaca-cosoltepec
20,Oaxaca,23,Cuilápam de Guerrero,20-023,oaxaca,cuilapam de guerrero,oaxaca-cuilapam de guerrero,oaxaca-cuilapam de guerrero,100,oaxaca,cuilapam de guerrero,oaxaca-cuilapam de guerrero
20,Oaxaca,24,Cuyamecalco Villa de Zaragoza,20-024,oaxaca,cuyamecalco villa de zaragoza,oaxaca-cuyamecalco villa de zaragoza,oaxaca-cuyamecalco villa de zaragoza,100,oaxaca,cuyamecalco villa de zaragoza,oaxaca-cuyamecalco villa de zaragoza
20,Oaxaca,25,Chahuites,20-025,oaxaca,chahuites,oaxaca-chahuites,oaxaca-chahuites,100,oaxaca,chahuites,oaxaca-chahuites
20,Oaxaca,26,Chalcatongo de Hidalgo,20-026,oaxaca,chalcatongo de hidalgo,oaxaca-chalcatongo de hidalgo,oaxaca-chalcatongo de hidalgo,100,oaxaca,chalcatongo de hidalgo,oaxaca-chalcatongo de hidalgo
20,Oaxaca,27,Chiquihuitlán de Benito Juárez,20-027,oaxaca,chiquihuitlan de benito juarez,oaxaca-chiquihuitlan de benito juarez,oaxaca-chiquihuitlan de benito juarez,100,oaxaca,chiquihuitlan de benito juarez,oaxaca-chiquihuitlan de benito juarez
20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,20-028,oaxaca,heroica ciudad de ejutla de crespo,oaxaca-heroica ciudad de ejutla de crespo,oaxaca-heroica ciudad de ejutla de crespo,100,oaxaca,heroica ciudad de ejutla de crespo,oaxaca-heroica ciudad de ejutla de crespo
20,Oaxaca,29,Eloxochitlán de Flores Magón,20-029,oaxaca,eloxochitlan de flores magon,oaxaca-eloxochitlan de flores magon,oaxaca-eloxochitlan de flores magon,100,oaxaca,eloxochitlan de flores magon,oaxaca-eloxochitlan de flores magon
20,Oaxaca,30,El Espinal,20-030,oaxaca,el espinal,oaxaca-el espinal,oaxaca-el espinal,100,oaxaca,el espinal,oaxaca-el espinal
20,Oaxaca,31,Tamazulápam del Espíritu Santo,20-031,oaxaca,tamazulapam del espiritu santo,oaxaca-tamazulapam del espiritu santo,oaxaca-tamazulapam del espiritu santo,100,oaxaca,tamazulapam del espiritu santo,oaxaca-tamazulapam del espiritu santo
20,Oaxaca,32,Fresnillo de Trujano,20-032,oaxaca,fresnillo de trujano,oaxaca-fresnillo de trujano,oaxaca-fresnillo de trujano,100,oaxaca,fresnillo de trujano,oaxaca-fresnillo de trujano
20,Oaxaca,33,Guadalupe Etla,20-033,oaxaca,guadalupe etla,oaxaca-guadalupe etla,oaxaca-guadalupe etla,100,oaxaca,guadalupe etla,oaxaca-guadalupe etla
20,Oaxaca,34,Guadalupe de Ramírez,20-034,oaxaca,guadalupe de ramirez,oaxaca-guadalupe de ramirez,oaxaca-guadalupe de ramirez,100,oaxaca,guadalupe de ramirez,oaxaca-guadalupe de ramirez
20,Oaxaca,35,Guelatao de Juárez,20-035,oaxaca,guelatao de juarez,oaxaca-guelatao de juarez,oaxaca-guelatao de juarez,100,oaxaca,guelatao de juarez,oaxaca-guelatao de juarez
20,Oaxaca,36,Guevea de Humboldt,20-036,oaxaca,guevea de humboldt,oaxaca-guevea de humboldt,oaxaca-guevea de humboldt,100,oaxaca,guevea de humboldt,oaxaca-guevea de humboldt
20,Oaxaca,37,Mesones Hidalgo,20-037,oaxaca,mesones hidalgo,oaxaca-mesones hidalgo,oaxaca-mesones hidalgo,100,oaxaca,mesones hidalgo,oaxaca-mesones hidalgo
20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,20-039,oaxaca,heroica ciudad de huajuapan de leon,oaxaca-heroica ciudad de huajuapan de leon,oaxaca-heroica ciudad de huajuapan de leon,100,oaxaca,heroica ciudad de huajuapan de leon,oaxaca-heroica ciudad de huajuapan de leon
20,Oaxaca,40,Huautepec,20-040,oaxaca,huautepec,oaxaca-huautepec,oaxaca-huautepec,100,oaxaca,huautepec,oaxaca-huautepec
20,Oaxaca,41,Huautla de Jiménez,20-041,oaxaca,huautla de jimenez,oaxaca-huautla de jimenez,oaxaca-huautla de jimenez,100,oaxaca,huautla de jimenez,oaxaca-huautla de jimenez
20,Oaxaca,42,Ixtlán de Juárez,20-042,oaxaca,ixtlan de juarez,oaxaca-ixtlan de juarez,oaxaca-ixtlan de juarez,100,oaxaca,ixtlan de juarez,oaxaca-ixtlan de juarez
20,Oaxaca,43,Juchitán de Zaragoza,20-043,oaxaca,juchitan de zaragoza,oaxaca-juchitan de zaragoza,oaxaca-juchitan de zaragoza,100,oaxaca,juchitan de zaragoza,oaxaca-juchitan de zaragoza
20,Oaxaca,44,Loma Bonita,20-044,oaxaca,loma bonita,oaxaca-loma bonita,oaxaca-loma bonita,100,oaxaca,loma bonita,oaxaca-loma bonita
20,Oaxaca,45,Magdalena Apasco,20-045,oaxaca,magdalena apasco,oaxaca-magdalena apasco,oaxaca-magdalena apasco,100,oaxaca,magdalena apasco,oaxaca-magdalena apasco
20,Oaxaca,46,Magdalena Jaltepec,20-046,oaxaca,magdalena jaltepec,oaxaca-magdalena jaltepec,oaxaca-magdalena jaltepec,100,oaxaca,magdalena jaltepec,oaxaca-magdalena jaltepec
20,Oaxaca,47,Santa Magdalena Jicotlán,20-047,oaxaca,santa magdalena jicotlan,oaxaca-santa magdalena jicotlan,oaxaca-santa magdalena jicotlan,100,oaxaca,santa magdalena jicotlan,oaxaca-santa magdalena jicotlan
20,Oaxaca,48,Magdalena Mixtepec,20-048,oaxaca,magdalena mixtepec,oaxaca-magdalena mixtepec,oaxaca-magdalena mixtepec,100,oaxaca,magdalena mixtepec,oaxaca-magdalena mixtepec
20,Oaxaca,49,Magdalena Ocotlán,20-049,oaxaca,magdalena ocotlan,oaxaca-magdalena ocotlan,oaxaca-magdalena ocotlan,100,oaxaca,magdalena ocotlan,oaxaca-magdalena ocotlan
20,Oaxaca,50,Magdalena Peñasco,20-050,oaxaca,magdalena penasco,oaxaca-magdalena penasco,oaxaca-magdalena penasco,100,oaxaca,magdalena penasco,oaxaca-magdalena penasco
20,Oaxaca,51,Magdalena Teitipac,20-051,oaxaca,magdalena teitipac,oaxaca-magdalena teitipac,oaxaca-magdalena teitipac,100,oaxaca,magdalena teitipac,oaxaca-magdalena teitipac
20,Oaxaca,52,Magdalena Tequisistlán,20-052,oaxaca,magdalena tequisistlan,oaxaca-magdalena tequisistlan,oaxaca-magdalena tequisistlan,100,oaxaca,magdalena tequisistlan,oaxaca-magdalena tequisistlan
20,Oaxaca,53,Magdalena Tlacotepec,20-053,oaxaca,magdalena tlacotepec,oaxaca-magdalena tlacotepec,oaxaca-magdalena tlacotepec,100,oaxaca,magdalena tlacotepec,oaxaca-magdalena tlacotepec
20,Oaxaca,54,Magdalena Zahuatlán,20-054,oaxaca,magdalena zahuatlan,oaxaca-magdalena zahuatlan,oaxaca-magdalena zahuatlan,100,oaxaca,magdalena zahuatlan,oaxaca-magdalena zahuatlan
20,Oaxaca,55,Mariscala de Juárez,20-055,oaxaca,mariscala de juarez,oaxaca-mariscala de juarez,oaxaca-mariscala de juarez,100,oaxaca,mariscala de juarez,oaxaca-mariscala de juarez
20,Oaxaca,56,Mártires de Tacubaya,20-056,oaxaca,martires de tacubaya,oaxaca-martires de tacubaya,oaxaca-martires de tacubaya,100,oaxaca,martires de tacubaya,oaxaca-martires de tacubaya
20,Oaxaca,57,Matías Romero Avendaño,20-057,oaxaca,matias romero avendano,oaxaca-matias romero avendano,oaxaca-matias romero avendano,100,oaxaca,matias romero avendano,oaxaca-matias romero avendano
20,Oaxaca,58,Mazatlán Villa de Flores,20-058,oaxaca,mazatlan villa de flores,oaxaca-mazatlan villa de flores,oaxaca-mazatlan villa de flores,100,oaxaca,mazatlan villa de flores,oaxaca-mazatlan villa de flores
20,Oaxaca,59,Miahuatlán de Porfirio Díaz,20-059,oaxaca,miahuatlan de porfirio diaz,oaxaca-miahuatlan de porfirio diaz,oaxaca-miahuatlan de porfirio diaz,100,oaxaca,miahuatlan de porfirio diaz,oaxaca-miahuatlan de porfirio diaz
20,Oaxaca,60,Mixistlán de la Reforma,20-060,oaxaca,mixistlan de la reforma,oaxaca-mixistlan de la reforma,oaxaca-mixistlan de la reforma,100,oaxaca,mixistlan de la reforma,oaxaca-mixistlan de la reforma
20,Oaxaca,61,Monjas,20-061,oaxaca,monjas,oaxaca-monjas,oaxaca-monjas,100,oaxaca,monjas,oaxaca-monjas
20,Oaxaca,63,Nazareno Etla,20-063,oaxaca,nazareno etla,oaxaca-nazareno etla,oaxaca-nazareno etla,100,oaxaca,nazareno etla,oaxaca-nazareno etla
20,Oaxaca,64,Nejapa de Madero,20-064,oaxaca,nejapa de madero,oaxaca-nejapa de madero,oaxaca-nejapa de madero,100,oaxaca,nejapa de madero,oaxaca-nejapa de madero
20,Oaxaca,65,Ixpantepec Nieves,20-065,oaxaca,ixpantepec nieves,oaxaca-ixpantepec nieves,oaxaca-ixpantepec nieves,100,oaxaca,ixpantepec nieves,oaxaca-ixpantepec nieves
20,Oaxaca,66,Santiago Niltepec,20-066,oaxaca,santiago niltepec,oaxaca-santiago niltepec,oaxaca-santiago niltepec,100,oaxaca,santiago niltepec,oaxaca-santiago niltepec
20,Oaxaca,67,Oaxaca de Juárez,20-067,oaxaca,oaxaca de juarez,oaxaca-oaxaca de juarez,oaxaca-oaxaca de juarez,100,oaxaca,oaxaca de juarez,oaxaca-oaxaca de juarez
20,Oaxaca,68,Ocotlán de Morelos,20-068,oaxaca,ocotlan de morelos,oaxaca-ocotlan de morelos,oaxaca-ocotlan de morelos,100,oaxaca,ocotlan de morelos,oaxaca-ocotlan de morelos
20,Oaxaca,69,La Pe,20-069,oaxaca,la pe,oaxaca-la pe,oaxaca-la pe,100,oaxaca,la pe,oaxaca-la pe
20,Oaxaca,70,Pinotepa de Don Luis,20-070,oaxaca,pinotepa de don luis,oaxaca-pinotepa de don luis,oaxaca-pinotepa de don luis,100,oaxaca,pinotepa de don luis,oaxaca-pinotepa de don luis
20,Oaxaca,72,San José del Progreso,20-072,oaxaca,san jose del progreso,oaxaca-san jose del progreso,oaxaca-san jose del progreso,100,oaxaca,san jose del progreso,oaxaca-san jose del progreso
20,Oaxaca,73,Putla Villa de Guerrero,20-073,oaxaca,putla villa de guerrero,oaxaca-putla villa de guerrero,oaxaca-putla villa de guerrero,100,oaxaca,putla villa de guerrero,oaxaca-putla villa de guerrero
20,Oaxaca,74,Santa Catarina Quioquitani,20-074,oaxaca,santa catarina quioquitani,oaxaca-santa catarina quioquitani,oaxaca-santa catarina quioquitani,100,oaxaca,santa catarina quioquitani,oaxaca-santa catarina quioquitani
20,Oaxaca,75,Reforma de Pineda,20-075,oaxaca,reforma de pineda,oaxaca-reforma de pineda,oaxaca-reforma de pineda,100,oaxaca,reforma de pineda,oaxaca-reforma de pineda
20,Oaxaca,76,La Reforma,20-076,oaxaca,la reforma,oaxaca-la reforma,oaxaca-la reforma,100,oaxaca,la reforma,oaxaca-la reforma
20,Oaxaca,77,Reyes Etla,20-077,oaxaca,reyes etla,oaxaca-reyes etla,oaxaca-reyes etla,100,oaxaca,reyes etla,oaxaca-reyes etla
20,Oaxaca,78,Rojas de Cuauhtémoc,20-078,oaxaca,rojas de cuauhtemoc,oaxaca-rojas de cuauhtemoc,oaxaca-rojas de cuauhtemoc,100,oaxaca,rojas de cuauhtemoc,oaxaca-rojas de cuauhtemoc
20,Oaxaca,79,Salina Cruz,20-079,oaxaca,salina cruz,oaxaca-salina cruz,oaxaca-salina cruz,100,oaxaca,salina cruz,oaxaca-salina cruz
20,Oaxaca,80,San Agustín Amatengo,20-080,oaxaca,san agustin amatengo,oaxaca-san agustin amatengo,oaxaca-san agustin amatengo,100,oaxaca,san agustin amatengo,oaxaca-san agustin amatengo
20,Oaxaca,81,San Agustín Atenango,20-081,oaxaca,san agustin atenango,oaxaca-san agustin atenango,oaxaca-san agustin atenango,100,oaxaca,san agustin atenango,oaxaca-san agustin atenango
20,Oaxaca,82,San Agustín Chayuco,20-082,oaxaca,san agustin chayuco,oaxaca-san agustin chayuco,oaxaca-san agustin chayuco,100,oaxaca,san agustin chayuco,oaxaca-san agustin chayuco
20,Oaxaca,83,San Agustín de las Juntas,20-083,oaxaca,san agustin de las juntas,oaxaca-san agustin de las juntas,oaxaca-san agustin de las juntas,100,oaxaca,san agustin de las juntas,oaxaca-san agustin de las juntas
20,Oaxaca,84,San Agustín Etla,20-084,oaxaca,san agustin etla,oaxaca-san agustin etla,oaxaca-san agustin etla,100,oaxaca,san agustin etla,oaxaca-san agustin etla
20,Oaxaca,85,San Agustín Loxicha,20-085,oaxaca,san agustin loxicha,oaxaca-san agustin loxicha,oaxaca-san agustin loxicha,100,oaxaca,san agustin loxicha,oaxaca-san agustin loxicha
20,Oaxaca,86,San Agustín Tlacotepec,20-086,oaxaca,san agustin tlacotepec,oaxaca-san agustin tlacotepec,oaxaca-san agustin tlacotepec,100,oaxaca,san agustin tlacotepec,oaxaca-san agustin tlacotepec
20,Oaxaca,87,San Agustín Yatareni,20-087,oaxaca,san agustin yatareni,oaxaca-san agustin yatareni,oaxaca-san agustin yatareni,100,oaxaca,san agustin yatareni,oaxaca-san agustin yatareni
20,Oaxaca,88,San Andrés Cabecera Nueva,20-088,oaxaca,san andres cabecera nueva,oaxaca-san andres cabecera nueva,oaxaca-san andres cabecera nueva,100,oaxaca,san andres cabecera nueva,oaxaca-san andres cabecera nueva
20,Oaxaca,89,San Andrés Dinicuiti,20-089,oaxaca,san andres dinicuiti,oaxaca-san andres dinicuiti,oaxaca-san andres dinicuiti,100,oaxaca,san andres dinicuiti,oaxaca-san andres dinicuiti
20,Oaxaca,90,San Andrés Huaxpaltepec,20-090,oaxaca,san andres huaxpaltepec,oaxaca-san andres huaxpaltepec,oaxaca-san andres huaxpaltepec,100,oaxaca,san andres huaxpaltepec,oaxaca-san andres huaxpaltepec
20,Oaxaca,91,San Andrés Huayápam,20-091,oaxaca,san andres huayapam,oaxaca-san andres huayapam,oaxaca-san andres huayapam,100,oaxaca,san andres huayapam,oaxaca-san andres huayapam
20,Oaxaca,92,San Andrés Ixtlahuaca,20-092,oaxaca,san andres ixtlahuaca,oaxaca-san andres ixtlahuaca,oaxaca-san andres ixtlahuaca,100,oaxaca,san andres ixtlahuaca,oaxaca-san andres ixtlahuaca
20,Oaxaca,93,San Andrés Lagunas,20-093,oaxaca,san andres lagunas,oaxaca-san andres lagunas,oaxaca-san andres lagunas,100,oaxaca,san andres lagunas,oaxaca-san andres lagunas
20,Oaxaca,94,San Andrés Nuxiño,20-094,oaxaca,san andres nuxino,oaxaca-san andres nuxino,oaxaca-san andres nuxino,100,oaxaca,san andres nuxino,oaxaca-san andres nuxino
20,Oaxaca,95,San Andrés Paxtlán,20-095,oaxaca,san andres paxtlan,oaxaca-san andres paxtlan,oaxaca-san andres paxtlan,100,oaxaca,san andres paxtlan,oaxaca-san andres paxtlan
20,Oaxaca,96,San Andrés Sinaxtla,20-096,oaxaca,san andres sinaxtla,oaxaca-san andres sinaxtla,oaxaca-san andres sinaxtla,100,oaxaca,san andres sinaxtla,oaxaca-san andres sinaxtla
20,Oaxaca,97,San Andrés Solaga,20-097,oaxaca,san andres solaga,oaxaca-san andres solaga,oaxaca-san andres solaga,100,oaxaca,san andres solaga,oaxaca-san andres solaga
20,Oaxaca,98,San Andrés Teotilálpam,20-098,oaxaca,san andres teotilalpam,oaxaca-san andres teotilalpam,oaxaca-san andres teotilalpam,100,oaxaca,san andres teotilalpam,oaxaca-san andres teotilalpam
20,Oaxaca,99,San Andrés Tepetlapa,20-099,oaxaca,san andres tepetlapa,oaxaca-san andres tepetlapa,oaxaca-san andres tepetlapa,100,oaxaca,san andres tepetlapa,oaxaca-san andres tepetlapa
20,Oaxaca,100,San Andrés Yaá,20-100,oaxaca,san andres yaa,oaxaca-san andres yaa,oaxaca-san andres yaa,100,oaxaca,san andres yaa,oaxaca-san andres yaa
20,Oaxaca,101,San Andrés Zabache,20-101,oaxaca,san andres zabache,oaxaca-san andres zabache,oaxaca-san andres zabache,100,oaxaca,san andres zabache,oaxaca-san andres zabache
20,Oaxaca,102,San Andrés Zautla,20-102,oaxaca,san andres zautla,oaxaca-san andres zautla,oaxaca-san andres zautla,100,oaxaca,san andres zautla,oaxaca-san andres zautla
20,Oaxaca,103,San Antonino Castillo Velasco,20-103,oaxaca,san antonino castillo velasco,oaxaca-san antonino castillo velasco,oaxaca-san antonino castillo velasco,100,oaxaca,san antonino castillo velasco,oaxaca-san antonino castillo velasco
20,Oaxaca,104,San Antonino el Alto,20-104,oaxaca,san antonino el alto,oaxaca-san antonino el alto,oaxaca-san antonino el alto,100,oaxaca,san antonino el alto,oaxaca-san antonino el alto
20,Oaxaca,105,San Antonino Monte Verde,20-105,oaxaca,san antonino monte verde,oaxaca-san antonino monte verde,oaxaca-san antonino monte verde,100,oaxaca,san antonino monte verde,oaxaca-san antonino monte verde
20,Oaxaca,106,San Antonio Acutla,20-106,oaxaca,san antonio acutla,oaxaca-san antonio acutla,oaxaca-san antonio acutla,100,oaxaca,san antonio acutla,oaxaca-san antonio acutla
20,Oaxaca,107,San Antonio de la Cal,20-107,oaxaca,san antonio de la cal,oaxaca-san antonio de la cal,oaxaca-san antonio de la cal,100,oaxaca,san antonio de la cal,oaxaca-san antonio de la cal
20,Oaxaca,108,San Antonio Huitepec,20-108,oaxaca,san antonio huitepec,oaxaca-san antonio huitepec,oaxaca-san antonio huitepec,100,oaxaca,san antonio huitepec,oaxaca-san antonio huitepec
20,Oaxaca,109,San Antonio Nanahuatípam,20-109,oaxaca,san antonio nanahuatipam,oaxaca-san antonio nanahuatipam,oaxaca-san antonio nanahuatipam,100,oaxaca,san antonio nanahuatipam,oaxaca-san antonio nanahuatipam
20,Oaxaca,110,San Antonio Sinicahua,20-110,oaxaca,san antonio sinicahua,oaxaca-san antonio sinicahua,oaxaca-san antonio sinicahua,100,oaxaca,san antonio sinicahua,oaxaca-san antonio sinicahua
20,Oaxaca,111,San Antonio Tepetlapa,20-111,oaxaca,san antonio tepetlapa,oaxaca-san antonio tepetlapa,oaxaca-san antonio tepetlapa,100,oaxaca,san antonio tepetlapa,oaxaca-san antonio tepetlapa
20,Oaxaca,112,San Baltazar Chichicápam,20-112,oaxaca,san baltazar chichicapam,oaxaca-san baltazar chichicapam,oaxaca-san baltazar chichicapam,100,oaxaca,san baltazar chichicapam,oaxaca-san baltazar chichicapam
20,Oaxaca,113,San Baltazar Loxicha,20-113,oaxaca,san baltazar loxicha,oaxaca-san baltazar loxicha,oaxaca-san baltazar loxicha,100,oaxaca,san baltazar loxicha,oaxaca-san baltazar loxicha
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,20-114,oaxaca,san baltazar yatzachi el bajo,oaxaca-san baltazar yatzachi el bajo,oaxaca-san baltazar yatzachi el bajo,100,oaxaca,san baltazar yatzachi el bajo,oaxaca-san baltazar yatzachi el bajo
20,Oaxaca,115,San Bartolo Coyotepec,20-115,oaxaca,san bartolo coyotepec,oaxaca-san bartolo coyotepec,oaxaca-san bartolo coyotepec,100,oaxaca,san bartolo coyotepec,oaxaca-san bartolo coyotepec
20,Oaxaca,116,San Bartolomé Ayautla,20-116,oaxaca,san bartolome ayautla,oaxaca-san bartolome ayautla,oaxaca-san bartolome ayautla,100,oaxaca,san bartolome ayautla,oaxaca-san bartolome ayautla
20,Oaxaca,117,San Bartolomé Loxicha,20-117,oaxaca,san bartolome loxicha,oaxaca-san bartolome loxicha,oaxaca-san bartolome loxicha,100,oaxaca,san bartolome loxicha,oaxaca-san bartolome loxicha
20,Oaxaca,118,San Bartolomé Quialana,20-118,oaxaca,san bartolome quialana,oaxaca-san bartolome quialana,oaxaca-san bartolome quialana,100,oaxaca,san bartolome quialana,oaxaca-san bartolome quialana
20,Oaxaca,119,San Bartolomé Yucuañe,20-119,oaxaca,san bartolome yucuane,oaxaca-san bartolome yucuane,oaxaca-san bartolome yucuane,100,oaxaca,san bartolome yucuane,oaxaca-san bartolome yucuane
20,Oaxaca,120,San Bartolomé Zoogocho,20-120,oaxaca,san bartolome zoogocho,oaxaca-san bartolome zoogocho,oaxaca-san bartolome zoogocho,100,oaxaca,san bartolome zoogocho,oaxaca-san bartolome zoogocho
20,Oaxaca,121,San Bartolo Soyaltepec,20-121,oaxaca,san bartolo soyaltepec,oaxaca-san bartolo soyaltepec,oaxaca-san bartolo soyaltepec,100,oaxaca,san bartolo soyaltepec,oaxaca-san bartolo soyaltepec
20,Oaxaca,122,San Bartolo Yautepec,20-122,oaxaca,san bartolo yautepec,oaxaca-san bartolo yautepec,oaxaca-san bartolo yautepec,100,oaxaca,san bartolo yautepec,oaxaca-san bartolo yautepec
20,Oaxaca,123,San Bernardo Mixtepec,20-123,oaxaca,san bernardo mixtepec,oaxaca-san bernardo mixtepec,oaxaca-san bernardo mixtepec,100,oaxaca,san bernardo mixtepec,oaxaca-san bernardo mixtepec
20,Oaxaca,125,San Carlos Yautepec,20-125,oaxaca,san carlos yautepec,oaxaca-san carlos yautepec,oaxaca-san carlos yautepec,100,oaxaca,san carlos yautepec,oaxaca-san carlos yautepec
20,Oaxaca,126,San Cristóbal Amatlán,20-126,oaxaca,san cristobal amatlan,oaxaca-san cristobal amatlan,oaxaca-san cristobal amatlan,100,oaxaca,san cristobal amatlan,oaxaca-san cristobal amatlan
20,Oaxaca,127,San Cristóbal Amoltepec,20-127,oaxaca,san cristobal amoltepec,oaxaca-san cristobal amoltepec,oaxaca-san cristobal amoltepec,100,oaxaca,san cristobal amoltepec,oaxaca-san cristobal amoltepec
20,Oaxaca,128,San Cristóbal Lachirioag,20-128,oaxaca,san cristobal lachirioag,oaxaca-san cristobal lachirioag,oaxaca-san cristobal lachirioag,100,oaxaca,san cristobal lachirioag,oaxaca-san cristobal lachirioag
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,20-129,oaxaca,san cristobal suchixtlahuaca,oaxaca-san cristobal suchixtlahuaca,oaxaca-san cristobal suchixtlahuaca,100,oaxaca,san cristobal suchixtlahuaca,oaxaca-san cristobal suchixtlahuaca
20,Oaxaca,130,San Dionisio del Mar,20-130,oaxaca,san dionisio del mar,oaxaca-san dionisio del mar,oaxaca-san dionisio del mar,100,oaxaca,san dionisio del mar,oaxaca-san dionisio del mar
20,Oaxaca,131,San Dionisio Ocotepec,20-131,oaxaca,san dionisio ocotepec,oaxaca-san dionisio ocotepec,oaxaca-san dionisio ocotepec,100,oaxaca,san dionisio ocotepec,oaxaca-san dionisio ocotepec
20,Oaxaca,132,San Dionisio Ocotlán,20-132,oaxaca,san dionisio ocotlan,oaxaca-san dionisio ocotlan,oaxaca-san dionisio ocotlan,100,oaxaca,san dionisio ocotlan,oaxaca-san dionisio ocotlan
20,Oaxaca,133,San Esteban Atatlahuca,20-133,oaxaca,san esteban atatlahuca,oaxaca-san esteban atatlahuca,oaxaca-san esteban atatlahuca,100,oaxaca,san esteban atatlahuca,oaxaca-san esteban atatlahuca
20,Oaxaca,134,San Felipe Jalapa de Díaz,20-134,oaxaca,san felipe jalapa de diaz,oaxaca-san felipe jalapa de diaz,oaxaca-san felipe jalapa de diaz,100,oaxaca,san felipe jalapa de diaz,oaxaca-san felipe jalapa de diaz
20,Oaxaca,135,San Felipe Tejalápam,20-135,oaxaca,san felipe tejalapam,oaxaca-san felipe tejalapam,oaxaca-san felipe tejalapam,100,oaxaca,san felipe tejalapam,oaxaca-san felipe tejalapam
20,Oaxaca,136,San Felipe Usila,20-136,oaxaca,san felipe usila,oaxaca-san felipe usila,oaxaca-san felipe usila,100,oaxaca,san felipe usila,oaxaca-san felipe usila
20,Oaxaca,137,San Francisco Cahuacuá,20-137,oaxaca,san francisco cahuacua,oaxaca-san francisco cahuacua,oaxaca-san francisco cahuacua,100,oaxaca,san francisco cahuacua,oaxaca-san francisco cahuacua
20,Oaxaca,138,San Francisco Cajonos,20-138,oaxaca,san francisco cajonos,oaxaca-san francisco cajonos,oaxaca-san francisco cajonos,100,oaxaca,san francisco cajonos,oaxaca-san francisco cajonos
20,Oaxaca,139,San Francisco Chapulapa,20-139,oaxaca,san francisco chapulapa,oaxaca-san francisco chapulapa,oaxaca-san francisco chapulapa,100,oaxaca,san francisco chapulapa,oaxaca-san francisco chapulapa
20,Oaxaca,140,San Francisco Chindúa,20-140,oaxaca,san francisco chindua,oaxaca-san francisco chindua,oaxaca-san francisco chindua,100,oaxaca,san francisco chindua,oaxaca-san francisco chindua
20,Oaxaca,141,San Francisco del Mar,20-141,oaxaca,san francisco del mar,oaxaca-san francisco del mar,oaxaca-san francisco del mar,100,oaxaca,san francisco del mar,oaxaca-san francisco del mar
20,Oaxaca,142,San Francisco Huehuetlán,20-142,oaxaca,san francisco huehuetlan,oaxaca-san francisco huehuetlan,oaxaca-san francisco huehuetlan,100,oaxaca,san francisco huehuetlan,oaxaca-san francisco huehuetlan
20,Oaxaca,143,San Francisco Ixhuatán,20-143,oaxaca,san francisco ixhuatan,oaxaca-san francisco ixhuatan,oaxaca-san francisco ixhuatan,100,oaxaca,san francisco ixhuatan,oaxaca-san francisco ixhuatan
20,Oaxaca,144,San Francisco Jaltepetongo,20-144,oaxaca,san francisco jaltepetongo,oaxaca-san francisco jaltepetongo,oaxaca-san francisco jaltepetongo,100,oaxaca,san francisco jaltepetongo,oaxaca-san francisco jaltepetongo
20,Oaxaca,145,San Francisco Lachigoló,20-145,oaxaca,san francisco lachigolo,oaxaca-san francisco lachigolo,oaxaca-san francisco lachigolo,100,oaxaca,san francisco lachigolo,oaxaca-san francisco lachigolo
20,Oaxaca,146,San Francisco Logueche,20-146,oaxaca,san francisco logueche,oaxaca-san francisco logueche,oaxaca-san francisco logueche,100,oaxaca,san francisco logueche,oaxaca-san francisco logueche
20,Oaxaca,147,San Francisco Nuxaño,20-147,oaxaca,san francisco nuxano,oaxaca-san francisco nuxano,oaxaca-san francisco nuxano,100,oaxaca,san francisco nuxano,oaxaca-san francisco nuxano
